cells_r0,cells_r10,cells_r100,cells_r14,cells_r2,cells_r25,cells_r5,cells_r50,claim_object_cells,family,group,map_id,name,nearest_hex,nominal_footprint_object_cells,object_id,player,representation,role,start_x,start_y
0,0,11,0,0,0,0,1,0,adult_tree,2p,sav_001,Oak,46,0,72,2,static,world_decor,198,118
0,0,12,0,0,1,0,4,2,adult_tree,2p,sav_001,Adult Tree 6,15,0,73,1,static,world_decor,233,459
0,0,10,0,0,0,0,0,0,adult_tree,2p,sav_001,Adult Tree 6,77,0,73,2,static,world_decor,198,118
0,0,8,0,0,0,0,1,0,adult_tree,2p,sav_001,Adult Tree 7,40,0,74,1,static,world_decor,233,459
0,0,5,0,0,0,0,3,2,adult_tree,2p,sav_001,Adult Tree 7,28,0,74,2,static,world_decor,198,118
0,0,13,0,0,0,0,1,0,adult_tree,2p,sav_001,Adult Tree 8,43,0,75,1,static,world_decor,233,459
0,0,12,1,0,1,0,8,4,adult_tree,2p,sav_001,Adult Tree 8,14,0,75,2,static,world_decor,198,118
0,0,14,0,0,0,0,7,2,adult_tree,2p,sav_001,Adult Tree 9,30,0,76,1,static,world_decor,233,459
0,0,2,0,0,0,0,0,0,adult_tree,2p,sav_001,Adult Tree 9,91,0,76,2,static,world_decor,198,118
0,0,20,0,0,1,0,12,7,adult_tree,2p,sav_001,Adult Tree 10,23,0,77,1,static,world_decor,233,459
0,0,7,0,0,1,0,1,1,adult_tree,2p,sav_001,Adult Tree 10,19,0,77,2,static,world_decor,198,118
0,0,0,0,0,0,0,0,0,palm,2p,sav_001,Palm 1,188,0,78,1,static,world_decor,233,459
0,0,0,0,0,0,0,0,0,palm,2p,sav_001,Palm 1,129,0,78,2,static,world_decor,198,118
0,0,0,0,0,0,0,0,0,palm,2p,sav_001,Palm 2,149,0,79,1,static,world_decor,233,459
0,0,0,0,0,0,0,0,0,palm,2p,sav_001,Palm 2,229,0,79,2,static,world_decor,198,118
0,0,29,0,0,0,0,9,2,adult_tree,2p,sav_001,Adult Tree 13,31,0,80,1,static,world_decor,233,459
0,0,22,1,0,3,0,12,10,adult_tree,2p,sav_001,Adult Tree 13,14,0,80,2,static,world_decor,198,118
0,0,16,0,0,1,0,5,2,adult_tree,2p,sav_001,Adult Tree 14,22,0,81,1,static,world_decor,233,459
0,0,27,0,0,2,0,17,12,adult_tree,2p,sav_001,Adult Tree 14,24,0,81,2,static,world_decor,198,118
0,0,5,0,0,0,0,0,0,building_stone,2p,sav_001,Building Stone 1,51,0,115,1,static,world_decor,233,459
0,1,8,1,0,2,0,3,3,building_stone,2p,sav_001,Building Stone 1,6,0,115,2,static,world_decor,198,118
0,0,5,0,0,0,0,1,1,building_stone,2p,sav_001,Building Stone 2,35,0,116,1,static,world_decor,233,459
0,1,8,1,0,1,0,1,1,building_stone,2p,sav_001,Building Stone 2,10,0,116,2,static,world_decor,198,118
0,0,6,0,0,0,0,2,2,building_stone,2p,sav_001,Building Stone 3,31,0,117,1,static,world_decor,233,459
0,2,18,2,0,3,0,6,5,building_stone,2p,sav_001,Building Stone 3,10,0,117,2,static,world_decor,198,118
0,0,4,0,0,0,0,0,0,building_stone,2p,sav_001,Building Stone 4,51,0,118,1,static,world_decor,233,459
0,0,9,0,0,2,0,3,3,building_stone,2p,sav_001,Building Stone 4,17,0,118,2,static,world_decor,198,118
0,0,7,0,0,1,0,3,2,building_stone,2p,sav_001,Building Stone 5,25,0,119,1,static,world_decor,233,459
0,0,9,0,0,0,0,0,0,building_stone,2p,sav_001,Building Stone 5,53,0,119,2,static,world_decor,198,118
0,0,6,0,0,0,0,2,1,building_stone,2p,sav_001,Building Stone 6,35,0,120,1,static,world_decor,233,459
0,1,9,1,0,1,1,3,1,building_stone,2p,sav_001,Building Stone 6,5,0,120,2,static,world_decor,198,118
0,0,2,0,0,1,0,2,2,building_stone,2p,sav_001,Building Stone 7,23,0,121,1,static,world_decor,233,459
0,0,6,0,0,1,0,2,1,building_stone,2p,sav_001,Building Stone 7,23,0,121,2,static,world_decor,198,118
0,0,3,0,0,0,0,1,1,building_stone,2p,sav_001,Building Stone 8,30,0,122,1,static,world_decor,233,459
0,0,15,0,0,3,0,5,3,building_stone,2p,sav_001,Building Stone 8,18,0,122,2,static,world_decor,198,118
0,0,6,0,0,0,0,2,1,building_stone,2p,sav_001,Building Stone 9,28,0,123,1,static,world_decor,233,459
0,0,11,0,0,1,0,5,2,building_stone,2p,sav_001,Building Stone 9,21,0,123,2,static,world_decor,198,118
0,0,8,0,0,0,0,2,0,building_stone,2p,sav_001,Building Stone 10,41,0,124,1,static,world_decor,233,459
0,0,7,0,0,1,0,2,1,building_stone,2p,sav_001,Building Stone 10,16,0,124,2,static,world_decor,198,118
0,0,8,0,0,1,0,5,3,building_stone,2p,sav_001,Building Stone 11,18,0,125,1,static,world_decor,233,459
0,0,6,0,0,1,0,2,1,building_stone,2p,sav_001,Building Stone 11,21,0,125,2,static,world_decor,198,118
0,0,8,0,0,1,0,3,2,building_stone,2p,sav_001,Building Stone 12,24,0,126,1,static,world_decor,233,459
0,0,8,0,0,0,0,1,1,building_stone,2p,sav_001,Building Stone 12,31,0,126,2,static,world_decor,198,118
0,0,1,0,0,1,0,1,1,building_stone,2p,sav_001,Building Stone 13,23,0,127,1,static,world_decor,233,459
0,0,2,0,0,0,0,0,0,building_stone,2p,sav_001,Building Stone 13,57,0,127,2,static,world_decor,198,118
0,0,0,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 1,103,0,1,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,1,1,big_stone,2p,sav_001,Big Stone 1,33,0,1,2,runtime,world_decor,198,118
0,0,1,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 2,56,0,2,1,runtime,world_decor,233,459
0,0,0,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 2,106,0,2,2,runtime,world_decor,198,118
0,0,1,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 3,64,0,3,1,runtime,world_decor,233,459
0,0,2,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 3,71,0,3,2,runtime,world_decor,198,118
0,0,0,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 4,109,0,4,1,runtime,world_decor,233,459
0,0,0,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 4,148,0,4,2,runtime,world_decor,198,118
0,0,3,0,0,1,0,1,1,big_stone,2p,sav_001,Big Stone 5,21,0,5,1,runtime,world_decor,233,459
0,0,2,0,0,0,0,1,0,big_stone,2p,sav_001,Big Stone 5,47,0,5,2,runtime,world_decor,198,118
0,0,3,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 6,89,0,6,1,runtime,world_decor,233,459
0,0,0,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 6,138,0,6,2,runtime,world_decor,198,118
0,0,1,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 7,84,0,7,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,1,0,big_stone,2p,sav_001,Big Stone 7,44,0,7,2,runtime,world_decor,198,118
0,0,2,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 8,74,0,8,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,0,0,big_stone,2p,sav_001,Big Stone 8,70,0,8,2,runtime,world_decor,198,118
0,0,2,0,0,0,0,0,0,decorative_stone,2p,sav_001,Decorative Stone 1,54,0,9,1,runtime,world_decor,233,459
0,0,3,0,0,0,0,0,0,decorative_stone,2p,sav_001,Decorative Stone 1,51,0,9,2,runtime,world_decor,198,118
0,0,4,0,0,1,0,1,1,decorative_stone,2p,sav_001,Decorative Stone 2,21,0,10,1,runtime,world_decor,233,459
0,0,5,0,0,1,0,2,2,decorative_stone,2p,sav_001,Decorative Stone 2,20,0,10,2,runtime,world_decor,198,118
0,0,2,0,0,0,0,0,0,decorative_stone,2p,sav_001,Decorative Stone 3,60,0,11,1,runtime,world_decor,233,459
0,0,2,0,0,0,0,1,1,decorative_stone,2p,sav_001,Decorative Stone 3,35,0,11,2,runtime,world_decor,198,118
0,0,0,0,0,0,0,0,0,decorative_stone,2p,sav_001,Decorative Stone 4,144,0,12,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,1,0,decorative_stone,2p,sav_001,Decorative Stone 4,47,0,12,2,runtime,world_decor,198,118
0,0,1,0,0,1,0,1,1,border_stone,2p,sav_001,Border Stone 1,17,0,13,1,runtime,world_decor,233,459
0,0,0,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 1,146,0,13,2,runtime,world_decor,198,118
0,0,2,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 2,73,0,14,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 2,63,0,14,2,runtime,world_decor,198,118
0,0,1,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 3,96,0,15,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 3,79,0,15,2,runtime,world_decor,198,118
0,0,2,0,0,0,0,1,1,border_stone,2p,sav_001,Border Stone 4,28,0,16,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 4,77,0,16,2,runtime,world_decor,198,118
0,0,2,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 5,64,0,17,1,runtime,world_decor,233,459
0,0,0,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 5,105,0,17,2,runtime,world_decor,198,118
0,0,3,0,0,1,0,1,1,border_stone,2p,sav_001,Border Stone 6,21,0,18,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 6,79,0,18,2,runtime,world_decor,198,118
0,0,3,0,0,0,0,1,0,border_stone,2p,sav_001,Border Stone 7,42,0,19,1,runtime,world_decor,233,459
0,0,2,0,0,0,0,2,0,border_stone,2p,sav_001,Border Stone 7,46,0,19,2,runtime,world_decor,198,118
0,0,4,0,0,0,0,2,1,border_stone,2p,sav_001,Border Stone 8,35,0,20,1,runtime,world_decor,233,459
0,0,0,0,0,0,0,0,0,border_stone,2p,sav_001,Border Stone 8,130,0,20,2,runtime,world_decor,198,118
0,0,3,0,0,0,0,2,2,small_stone,2p,sav_001,Small Stone 1,30,0,21,1,runtime,world_decor,233,459
0,0,3,0,0,0,0,1,0,small_stone,2p,sav_001,Small Stone 1,38,0,21,2,runtime,world_decor,198,118
0,0,1,1,0,1,0,1,1,small_stone,2p,sav_001,Small Stone 2,13,0,22,1,runtime,world_decor,233,459
0,0,2,0,0,0,0,0,0,small_stone,2p,sav_001,Small Stone 2,77,0,22,2,runtime,world_decor,198,118
0,0,1,0,0,0,0,0,0,small_stone,2p,sav_001,Small Stone 3,93,0,23,1,runtime,world_decor,233,459
0,0,3,0,0,0,0,3,0,small_stone,2p,sav_001,Small Stone 3,42,0,23,2,runtime,world_decor,198,118
0,0,2,0,0,0,0,0,0,small_stone,2p,sav_001,Small Stone 4,64,0,24,1,runtime,world_decor,233,459
0,0,4,0,0,0,0,2,0,small_stone,2p,sav_001,Small Stone 4,45,0,24,2,runtime,world_decor,198,118
0,0,1,0,0,0,0,0,0,small_stone,2p,sav_001,Small Stone 5,100,0,25,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,0,0,small_stone,2p,sav_001,Small Stone 5,63,0,25,2,runtime,world_decor,198,118
0,0,2,0,0,1,0,1,1,small_stone,2p,sav_001,Small Stone 6,16,0,26,1,runtime,world_decor,233,459
0,0,2,1,0,1,0,2,1,small_stone,2p,sav_001,Small Stone 6,12,0,26,2,runtime,world_decor,198,118
0,0,1,0,0,1,0,1,1,small_stone,2p,sav_001,Small Stone 7,19,0,27,1,runtime,world_decor,233,459
0,0,2,0,0,0,0,0,0,small_stone,2p,sav_001,Small Stone 7,82,0,27,2,runtime,world_decor,198,118
0,0,0,0,0,0,0,0,0,small_stone,2p,sav_001,Small Stone 8,152,0,28,1,runtime,world_decor,233,459
0,0,1,0,0,0,0,1,0,small_stone,2p,sav_001,Small Stone 8,47,0,28,2,runtime,world_decor,198,118
0,0,1,0,0,0,0,0,0,wreck,2p,sav_001,Wreck 1,95,0,29,1,runtime,world_decor,233,459
0,0,0,0,0,0,0,0,0,wreck,2p,sav_001,Wreck 1,108,0,29,2,runtime,world_decor,198,118
0,0,0,0,0,0,0,0,0,wreck,2p,sav_001,Wreck 3,302,0,31,1,runtime,world_decor,233,459
0,0,0,0,0,0,0,0,0,wreck,2p,sav_001,Wreck 3,424,0,31,2,runtime,world_decor,198,118
